Mandeville_ID	Common_Name	1	2	3	4	5	6	7	8	9	10	11	12	13	14
AMP22_0125	Creek_Chub	1.06301970786392e-05	0.000116327371370052	3.51838172539889e-06	5.92523435034422e-06	3.03747499284442e-05	5.30182754498648e-05	5.25718589964752e-06	5.79851808971345e-06	0.999719355473916	7.83001345041826e-06	6.17761064721684e-06	8.19714905315308e-06	1.86722268929337e-05	8.91843015050111e-06
AMP22_0126	Creek_Chub	8.58681461981674e-06	3.4479210527323e-05	2.88996387714113e-06	5.11947599520944e-06	3.18838927896698e-05	2.2018301465768e-05	3.70614520842639e-06	2.50212568912618e-05	0.999813859860102	7.94430829362286e-06	8.82294636775959e-06	7.84378825506381e-06	1.89658034867265e-05	8.85845210774827e-06
AMP22_0127	Creek_Chub	4.97450706941816e-05	4.42804323080325e-05	3.84879989319832e-06	5.48491716633603e-06	3.73502302284344e-05	2.13884253732566e-05	3.39775619386964e-06	5.03867031186647e-06	0.999780722181002	8.65155928830828e-06	7.0451266156362e-06	6.53086014628241e-06	1.84924518452729e-05	8.02417573191797e-06
AMP22_0128	Creek_Chub	8.99870981141141e-06	0.000417087986854274	2.70914737751891e-06	5.38062932053732e-06	3.13559468168808e-05	1.70256061101529e-05	3.89664292587903e-06	5.53678418244575e-06	0.999442824115356	1.23852797364137e-05	1.04174271393998e-05	1.04880538397733e-05	2.23577408469538e-05	9.53608205128987e-06
AMP22_0129	Creek_Chub	1.02797499659065e-05	4.32964037651914e-05	2.02596699063082e-05	5.8317278522905e-06	0.000140282203287959	2.22106091402521e-05	4.36367641924898e-06	6.19921962637636e-06	0.999674128433069	1.06838829067471e-05	1.28244385648347e-05	1.26599893060001e-05	2.45788036598318e-05	1.24016993601858e-05
AMP22_0130	Creek_Chub	1.07389359067902e-05	4.62062861660485e-05	2.97613170969056e-06	4.604698676056e-06	0.0258994116935258	6.43460643463599e-05	3.86288920421984e-06	0.000239082488237141	0.973638295104106	2.12601416013475e-05	1.88148466412211e-05	1.53083583138611e-05	2.48406719373188e-05	1.02515508153367e-05
AMP22_0131	Creek_Chub	9.13875147181515e-06	4.37224175065033e-05	2.75305569598592e-06	5.83572390204192e-06	3.7184788694132e-05	3.09600896875259e-05	3.46961000965093e-06	7.90601670698688e-05	0.999722576191028	1.12700079469601e-05	1.24625950708458e-05	1.00299465908609e-05	2.17087721637561e-05	9.82786113256079e-06
AMP22_0133	Creek_Chub	5.06938204233609e-05	0.392734719226758	1.99415937778274e-05	2.76726437527487e-05	0.168095538984984	0.00157075567847222	1.64620193325523e-05	2.51599601880191e-05	0.437279843345284	2.61057599575094e-05	4.61574817696254e-05	2.3639993148418e-05	4.4751251958842e-05	3.85582054276365e-05
AMP22_0136	Creek_Chub	7.63660244793568e-06	3.09784370743137e-05	2.63780086013973e-06	6.07023713170499e-06	3.7208484863904e-05	1.98331228816479e-05	4.06684024913628e-06	6.40693008142379e-06	0.999841203520695	6.55776015178508e-06	5.9383373451838e-06	6.37085963265659e-06	1.73525219159189e-05	7.73910373586357e-06
AMP22_0141	Creek_Chub	9.6187923594145e-06	0.000191134910856815	3.35833034417437e-06	6.08277972414439e-06	0.000109838564161658	9.10398765224614e-05	0.565215397129456	5.1860888383604e-06	0.434234463800987	1.27214899969437e-05	1.25757575434301e-05	1.07622933410114e-05	8.28782342002343e-05	1.49415336209863e-05
AMP22_0142	Creek_Chub	8.87615970418203e-06	3.218883126084e-05	3.16479651806421e-06	5.79876925534995e-06	4.70686013787062e-05	2.76779638708911e-05	3.73346909795845e-06	6.20706805845921e-06	0.999824260075887	5.36797208824488e-06	5.48855658508937e-06	6.41403697680294e-06	1.55615779925913e-05	8.19283262065801e-06
